in-store,age,items,amount,region
1,43,3,1627.7,1
0,49,1,373.51,2
1,28,2,730.45,1
1,43,4,1010.4,4
1,37,3,955.43,1
1,33,1,182.39,1
0,56,2,451.63,4
0,48,3,89.985,2
0,37,3,825.91,3
1,30,3,783.04,1
0,55,4,2461,4
0,27,5,2336.3,3
0,41,1,392.07,4
1,40,7,263.49,3
1,62,7,490.6,3
0,31,3,996.78,4
1,40,6,945.19,3
1,52,5,1962.5,4
1,35,3,1355.8,1
1,29,7,1896,4
1,61,3,938.9,3
0,55,6,1858.7,3
0,61,4,1709.6,3
1,70,4,178.76,3
1,24,3,1649.4,4
1,35,6,727.05,1
1,21,2,1991.8,1
1,29,2,730.52,1
0,73,3,113.82,2
0,82,4,405.79,2
0,43,7,473.73,2
1,22,8,1609.2,1
0,78,4,180.88,2
1,28,1,727.03,3
1,64,2,113.85,3
1,34,1,704.71,1
0,66,5,138.07,2
0,53,7,1853.8,3
1,27,5,804.88,1
1,33,5,1533.8,4
1,37,7,1314.6,4
0,44,7,71.172,2
1,41,3,611.42,3
1,20,2,1705.5,4
1,23,1,673.98,4
0,52,2,686.33,3
0,80,2,68.881,2
0,62,6,13.102,2
1,61,4,510.13,1
1,27,3,922.8,4
1,35,2,1075.8,4
0,47,7,2698,3
0,52,7,38.542,2
0,62,4,381.45,2
1,46,3,904.49,1
0,63,6,225.3,2
0,63,2,335.3,2
0,35,6,2079.4,4
1,42,8,1581.1,1
1,41,5,1841.8,1
0,36,6,1594.6,3
1,69,4,360.38,3
0,72,2,198.88,2
1,25,5,1056.8,4
0,42,2,361.13,2
0,56,6,823.35,4
1,51,4,1241.9,1
1,64,1,860.44,3
0,31,3,1191,3
1,43,3,112.26,1
1,33,1,809.26,3
0,44,1,598.93,4
1,23,3,1494.9,1
0,40,7,1867.4,4
0,31,1,1217.2,3
1,39,6,514.57,1
1,29,8,220.38,3
0,39,3,2637.1,4
0,68,8,498.37,2
1,50,2,899.04,3
0,65,5,90.041,2
1,28,6,1644.1,1
0,41,8,2040.7,4
0,19,3,519.78,4
0,29,5,68.964,2
0,34,4,285.1,2
1,58,1,839.93,1
1,63,3,830.2,3
1,67,6,955.19,3
0,83,6,199.61,2
0,64,7,92.14,2
1,33,3,1694.1,4
0,83,7,113.07,2
1,31,1,747.54,4
1,38,1,1737.7,4
1,44,2,1374.9,4
0,78,3,286.64,2
1,56,3,274.23,1
0,18,5,2866.9,3
1,19,6,1652.9,4
0,41,5,2007.8,4
1,25,5,641.2,3
0,59,3,831.11,4
1,22,6,1563.2,4
0,34,4,1748.8,3
1,28,1,1851.4,4
0,21,1,1821.9,4
0,39,8,1281.1,3
0,63,4,127.92,2
0,51,6,74.304,2
1,45,5,1977.6,1
1,50,6,980.22,1
1,40,5,423.93,1
1,37,7,1143.7,1
1,20,6,1349,1
1,57,6,905.36,3
0,57,8,164.36,2
1,32,2,76.082,4
1,50,5,1097.5,4
1,60,5,433.06,3
0,60,5,28.699,2
0,61,4,263.91,2
0,83,2,462.5,2
1,25,5,646.01,1
0,54,5,458.11,2
0,25,7,1367.8,3
1,43,1,991.93,3
0,45,1,194.23,2
0,32,2,161.57,2
0,62,8,149.2,2
1,52,8,664.16,3
1,28,3,919.32,1
1,28,2,211.85,1
1,51,2,1213.7,4
1,53,4,351.26,1
0,36,5,963.7,4
1,55,5,1235.9,1
1,23,1,1965.4,4
0,60,5,272.06,2
1,50,3,288.05,4
0,32,1,123.13,2
0,41,7,1952.2,4
0,34,4,1528.2,3
1,43,8,1997,4
0,59,8,496.07,2
1,53,6,652.08,1
0,48,2,432.92,2
0,49,6,259.23,4
0,60,2,2532.4,3
1,33,1,1292.6,1
1,42,2,88.742,4
0,61,8,119.57,2
1,49,5,340.02,3
0,62,8,293.82,2
0,50,3,429.74,2
1,19,5,1816.1,4
0,33,5,2370.5,3
0,41,7,2435.1,3
1,70,6,771.08,3
0,79,8,389.15,2
1,54,3,444.34,4
1,35,6,1588.8,4
0,49,4,262.12,4
0,20,7,1350.7,4
1,22,2,454.78,1
0,43,5,15.83,2
1,53,4,503.28,3
0,31,2,379.99,4
0,54,2,292.08,2
0,60,4,1195.7,4
1,59,4,59.587,1
1,46,4,1889.7,4
1,50,3,785.72,3
0,21,3,1101,3
0,28,4,1709.5,4
0,43,1,821.51,4
0,49,7,118.11,2
0,39,3,1915.6,4
0,43,4,924.25,3
0,47,4,317.89,4
1,51,7,218.46,4
0,42,6,2982.9,3
0,52,5,1192.3,4
1,46,7,982.98,3
1,19,3,1868.2,4
1,48,7,291.36,3
1,45,4,835.14,3
0,29,5,834.81,3
1,55,4,104.62,1
1,59,1,629.23,1
0,59,4,1067,3
0,44,4,824.29,3
0,71,3,270.7,2
1,39,6,339.39,3
1,23,3,1398.4,4
0,50,3,2484.4,4
1,65,8,837.77,3
1,65,1,595.67,3
1,50,3,536.55,1
1,43,7,467.31,1
1,39,7,1849.4,4
1,29,5,648.7,4
1,73,7,663.99,3
1,30,1,1142.8,4
0,56,3,79.907,2
0,74,3,134.19,2
0,34,7,939.88,3
1,60,3,232.28,3
1,40,2,205.06,3
1,20,5,987.5,4
0,80,7,245.13,2
1,27,3,1561.9,4
1,42,5,1530.3,4
0,80,7,199.45,2
0,57,6,221.54,2
1,38,2,744.5,1
1,26,6,1780.2,4
0,41,8,1194.1,3
1,44,7,325.56,3
0,22,3,334.5,3
0,62,8,393.92,2
1,50,2,257.59,4
0,57,6,2917,4
1,54,7,398.4,1
1,43,6,658.4,4
1,26,5,609.42,1
1,32,8,947.15,1
1,34,6,458.74,4
0,35,8,569.14,3
1,67,2,424.04,1
0,81,6,285.76,2
1,32,8,95.403,3
1,54,2,743.66,3
1,35,6,175.14,4
1,27,2,336.91,4
0,42,3,829.82,4
0,50,2,1039.5,3
1,31,4,370.63,1
1,40,4,985.47,1
0,21,1,1839.2,4
0,38,4,376.2,2
0,66,3,364.97,2
0,48,7,1240.4,4
0,83,2,344.85,2
0,60,6,2699.2,3
0,27,7,1282.6,4
0,32,5,566.88,3
1,55,7,283.31,3
0,48,5,369.28,3
0,38,4,361.21,2
1,64,2,594.43,3
1,42,4,733.09,4
1,49,2,176.05,4
1,59,3,552.13,1
1,45,7,268.72,4
1,71,7,658.69,3
0,54,4,374.26,2
0,83,4,343.84,2
1,45,5,1863.8,4
1,73,4,578.2,3
1,52,5,244.73,3
0,28,4,467.56,2
0,84,3,18.676,2
0,29,7,2972,3
1,49,5,1290.5,1
0,41,2,2926.6,3
0,42,6,237.81,2
1,70,6,122.61,1
1,20,5,211.84,4
0,77,7,240.99,2
0,63,2,1180.9,4
0,49,4,2956.3,3
0,56,6,674.8,3
0,75,2,484.04,2
0,32,3,1748,3
1,45,7,850.9,1
0,25,1,641.17,4
1,45,2,727.06,1
0,36,5,532.85,3
0,44,6,423.58,2
1,39,6,449.18,3
0,62,5,274.79,2
0,54,6,430.74,4
1,31,2,656.5,3
0,43,6,2467.4,3
1,45,2,957.37,3
0,45,4,2545.8,4
0,61,4,10.772,2
1,65,8,482.49,3
1,58,5,292.19,3
0,46,6,2061.4,3
0,28,7,128.58,3
0,71,2,241.9,2
0,37,8,2860.1,4
0,44,4,2528.8,3
0,45,4,285.32,2
0,27,5,2606.3,4
0,38,4,1702.1,4
0,61,8,153.99,4
0,42,8,2074.5,4
0,50,3,357.22,2
1,70,5,995.82,1
1,40,7,303.28,3
0,26,6,410.01,4
1,51,7,87.756,1
0,51,7,2711.7,3
1,52,4,1391.6,4
1,50,7,82.442,1
1,69,7,746.52,1
0,57,6,597.72,4
0,29,7,2307.8,4
1,30,3,249.94,4
0,34,2,1480.9,3
1,40,7,667.11,1
0,43,5,165.05,2
1,53,4,522.64,1
0,56,3,62.011,2
0,42,4,2908.8,4
0,53,3,2517.7,4
0,37,7,285.76,2
0,58,8,1829.3,4
0,30,5,135.94,2
0,76,3,391.35,2
1,41,7,884.2,1
1,44,8,191.78,3
1,46,7,1737,4
1,57,2,490.08,3
0,29,7,1026.6,3
1,52,5,961.76,4
1,21,7,1550.9,4
0,75,4,214.63,2
1,40,2,1005.3,4
0,22,4,2458.8,3
0,66,5,173,2
0,27,7,1479.5,3
0,55,4,450.1,3
0,24,3,1020.1,3
0,19,5,1511.8,4
1,38,2,665.93,4
1,39,3,364.31,1
1,26,6,1190,4
0,78,4,24.196,2
1,43,1,617.48,1
1,25,8,1923.8,4
0,62,4,1816,3
1,54,8,629.33,1
1,69,6,630.55,3
1,43,5,1789.3,4
1,41,7,1548.4,1
0,40,3,228.21,2
0,46,5,242.81,2
0,18,4,1583.9,3
1,39,6,374.49,1
0,32,6,146.69,2
1,46,4,884.42,3
0,33,8,339.9,4
1,45,8,838.25,4
0,33,2,103.94,2
1,19,5,1382.2,4
0,50,4,2912.5,4
1,71,7,265.03,3
1,48,6,316.38,1
0,50,6,1498.6,4
1,34,3,303.99,1
1,39,8,330.35,4
0,37,5,357.14,2
1,49,7,757.49,4
0,49,2,466.31,2
1,51,6,287.39,1
1,41,7,123.29,1
0,51,7,243.33,2
0,41,7,344.96,2
1,63,8,515.24,1
1,21,5,1650.3,4
1,32,1,1379.7,1
1,31,7,1817.1,1
1,48,4,694.05,1
1,24,7,133.03,1
1,62,6,214.33,3
1,51,3,540.21,1
1,30,8,432.63,1
0,81,7,33.316,2
0,47,5,72.524,2
0,31,4,247.14,2
1,29,2,659.61,1
0,40,3,219.43,4
0,43,7,311.28,2
1,50,7,145.46,3
0,83,6,254.87,2
1,39,1,931.01,1
1,23,6,1531.7,1
0,38,7,2356,3
1,36,1,729.91,4
0,85,6,40.138,2
1,26,5,1912.3,4
0,81,4,300.92,2
0,77,6,456.49,2
0,71,2,324.32,2
0,28,4,2024,3
1,34,4,649.37,3
0,58,2,2478.4,3
1,28,2,399.44,1
0,25,8,2269.5,3
0,35,1,2023,4
1,28,7,1820.3,1
1,39,7,1321.6,1
1,70,4,260.3,1
1,26,6,847.05,1
1,32,5,645.52,4
0,50,7,295.67,2
0,37,2,520.14,3
0,35,7,697.25,4
0,31,4,1362.5,4
1,37,6,818.69,1
0,48,6,1018.7,3
1,35,6,702.98,1
0,57,7,288.6,2
1,22,1,1889.1,4
0,65,4,373.71,2
0,42,4,313.13,2
0,43,2,131.04,2
1,27,1,1018.6,1
1,25,5,935.7,3
0,28,5,2133.1,4
0,51,5,294.79,4
0,62,6,211.46,2
0,74,4,486.92,2
1,43,2,1338.7,4
0,34,7,1438,4
1,36,4,664.25,3
0,62,8,415.91,2
1,45,7,126,3
1,25,4,467.98,3
0,48,3,2806.4,3
1,41,7,410.06,3
1,27,7,64.556,1
0,30,4,362.04,2
1,24,7,1281.7,1
0,20,3,835.16,4
1,32,4,909.94,4
0,49,7,21.538,2
0,22,4,176.26,4
1,43,8,1253.6,4
0,73,5,277.75,2
0,82,8,132.24,2
1,30,2,532.83,1
0,22,7,542.93,4
1,28,5,309.15,4
0,81,6,412.69,2
1,39,1,693.85,3
0,44,5,2188.9,3
0,39,4,2846.9,4
1,26,7,445.16,4
0,63,6,1158.5,4
0,39,6,480.87,2
0,74,6,465.32,2
0,48,2,958.03,4
1,43,5,711.51,3
0,67,2,13.359,2
1,35,3,816.77,1
0,54,6,2121.1,4
0,84,2,57.166,2
1,36,7,86.674,3
0,52,5,30.953,2
0,49,3,2126,4
0,28,5,1253.2,4
1,24,8,1451.4,4
0,53,1,985.03,3
1,54,4,897.67,4
0,31,3,391.94,2
1,42,6,1213.3,4
1,20,7,1435,4
0,59,6,96.519,2
0,73,1,239.49,2
0,32,2,82.016,2
0,72,4,308.82,2
1,27,4,734.85,3
1,66,7,401.85,3
0,40,2,241.65,2
0,25,3,881.56,4
1,22,6,1862.4,4
0,39,1,119.68,2
0,59,7,2941,4
1,52,5,1045.3,1
0,72,2,246.84,2
0,24,7,1855.4,3
0,29,4,749.42,3
1,29,2,1283.6,1
1,59,7,716.96,3
1,53,6,80.589,3
0,40,7,54.339,2
1,55,4,244.04,3
1,33,6,1210.8,4
1,33,6,216.95,4
1,41,2,765.72,1
0,54,2,181.37,4
1,39,2,1769,4
1,45,2,250.06,1
0,29,6,403.01,2
0,39,6,288.49,2
0,52,5,750.77,4
0,72,5,108.55,2
0,79,4,268.67,2
1,65,4,160.68,1
0,45,7,2484.4,4
0,38,6,1942,4
1,28,3,1679.5,4
1,71,8,288.22,1
0,37,6,1708.1,4
0,30,7,1859.1,4
1,52,3,133.68,4
1,20,7,1847.9,1
0,24,2,464.05,3
0,42,7,269.06,3
0,35,2,1031.9,4
0,46,1,711.3,4
1,49,1,1802.7,4
1,65,5,155,1
1,55,6,686.26,4
0,34,4,245.5,2
0,58,6,790.84,4
1,38,2,265.32,3
0,40,8,174.57,2
1,40,5,271.82,1
0,32,6,1051.9,4
0,27,5,2711.9,3
0,81,4,51.359,2
1,72,4,68.201,3
1,26,4,1095.6,4
1,33,5,1797.4,4
1,72,6,388.26,3
1,70,2,558.49,3
0,19,1,185.4,3
0,77,5,443.5,2
1,30,7,488.78,4
0,32,6,2616.2,4
0,44,5,84.709,2
1,30,2,203.18,3
1,51,5,1699,4
1,50,7,389.77,3
1,23,7,1651.2,4
0,69,7,383.31,2
1,41,1,927.26,1
0,37,2,1376.8,3
1,69,8,174.6,1
1,33,1,313.04,4
1,46,1,1243,1
1,38,2,838.14,3
1,68,6,650.53,1
1,68,3,414.45,1
0,48,8,324.59,2
0,64,7,298.52,2
1,21,3,1214.3,4
1,55,6,1223.3,4
0,43,4,140.37,2
1,33,7,832.94,4
1,46,1,180.94,1
0,61,1,2120,4
1,27,3,1432,4
1,55,5,724.98,3
1,44,3,683.72,3
1,44,4,834.38,1
1,63,6,687.41,3
1,55,2,873.05,1
1,48,6,693.17,1
0,64,8,240.06,2
1,27,6,1669.4,4
1,70,6,707.66,1
1,72,5,904.46,3
0,46,7,491.5,2
1,41,7,829.99,4
0,69,7,167.17,2
0,54,6,405.74,2
1,34,1,899.46,4
1,27,6,867.68,4
0,55,7,382.59,2
1,29,6,903.57,1
0,48,2,373.01,2
1,48,8,385.11,1
0,47,6,411.92,2
0,84,6,25.808,2
1,65,7,376.48,3
0,82,1,238.25,2
1,53,5,766.35,1
0,59,5,1470.4,4
0,29,6,385.11,4
0,21,5,2588.7,3
1,35,5,1933.7,4
1,68,4,800.78,1
0,64,3,354.4,2
1,28,8,221.74,3
1,42,5,1588.4,4
1,40,3,81.323,1
0,35,7,134.5,2
1,25,2,324.48,1
0,28,5,310.69,2
0,26,3,1934.1,3
0,52,5,1594.6,3
1,51,3,601.39,4
0,43,5,305.97,2
1,46,6,1043.1,1
0,32,7,759.44,4
1,40,5,407.9,4
0,31,4,1531.3,4
1,64,6,159.84,1
0,67,2,276.62,2
1,27,2,1751.8,4
1,24,2,820.2,3
1,33,6,673.27,1
1,56,2,459.34,1
1,43,5,1975.8,4
0,56,3,999.79,4
1,48,3,1876.8,4
0,41,7,1063.3,3
1,52,1,592.2,4
1,43,4,684.62,1
0,80,1,71.71,2
1,70,3,198.81,1
1,50,7,1184.9,4
0,72,6,16.111,2
0,32,6,1563.9,4
1,19,6,170.81,1
0,47,8,161.3,2
0,43,3,384.22,2
0,58,5,99.016,2
1,54,4,609.72,3
1,44,5,595.67,3
0,20,8,2858,4
1,54,2,424.62,1
0,23,8,362.54,4
0,24,6,1541.9,4
1,47,5,507.45,4
0,79,2,380.07,2
1,31,7,608.78,4
0,20,8,1821.6,3
0,53,8,409.28,2
0,48,2,898.46,4
0,20,6,1751.9,4
1,42,7,1828.2,4
0,53,6,1853.9,4
0,61,8,477.42,2
0,32,6,449.72,2
1,36,1,1518.6,4
0,36,2,2088.3,4
1,71,3,65.676,3
0,51,8,978.72,4
1,46,2,1142.2,4
0,83,2,461.76,2
0,37,7,1506.1,4
1,55,7,538.1,3
1,47,5,881.55,4
1,33,5,1029.5,1
1,50,1,921.19,3
1,30,8,874.71,3
1,53,6,464.82,3
0,64,3,98.757,2
1,45,8,551.08,3
1,51,2,697.01,1
1,32,4,214.8,3
0,82,4,399.67,2
1,33,6,411.8,3
1,54,3,835.93,4
1,41,2,807.42,3
0,35,2,2493.5,4
1,21,2,786.53,4
1,47,8,95.894,3
1,51,8,777.35,1
0,73,6,320.73,2
1,66,7,821.16,1
1,54,5,140.1,3
0,54,5,72.175,2
0,59,8,495.47,3
1,29,8,1341.2,4
0,59,5,2235.1,3
0,79,4,391.91,2
1,46,6,1844.2,4
0,83,6,282.85,2
0,50,4,392.03,2
1,20,6,76.097,1
1,21,8,1788.5,1
1,51,8,1565.2,4
0,73,5,411.12,2
0,22,2,1977.8,3
0,50,4,366.91,2
0,58,2,1256,3
1,22,4,1878.2,4
0,53,7,46.569,2
0,45,6,327.08,4
1,61,5,888.6,1
1,35,7,750.99,1
1,33,3,365.13,4
0,84,6,400.01,2
1,23,8,921.61,4
1,21,1,1694.2,4
1,37,3,1618.3,4
0,79,3,88.318,2
0,80,6,343.41,2
1,53,7,787.27,3
0,62,6,461.61,2
0,63,3,25.755,2
1,55,4,797.67,1
0,56,7,2623.7,4
0,65,4,156.22,2
0,74,6,241.25,2
0,22,4,2940.6,3
1,73,7,475.23,3
0,62,3,1403.8,3
1,36,3,694.47,3
1,28,7,414.25,3
0,32,5,1549.7,3
1,58,1,992.94,3
1,28,5,1539.6,1
0,78,3,388.08,2
1,52,4,551.01,1
0,29,8,364.8,2
1,70,2,704.51,3
0,31,6,2651.2,4
1,34,5,318.92,1
0,82,2,334.79,2
1,50,5,693.99,4
0,53,7,168.88,2
0,47,2,31.553,2
0,29,8,1269,3
0,69,7,288.9,2
0,33,2,36.209,2
1,43,4,892.28,1
0,34,3,2749.8,3
0,46,2,394.38,2
0,22,6,1434.8,4
1,38,2,1292.1,4
1,60,7,943.38,3
1,52,1,1600.9,1
1,30,8,533.15,4
0,55,3,1001.3,3
0,47,2,29.704,2
1,64,2,345.59,1
1,52,7,1368.7,4
1,57,5,671.09,3
1,27,3,305.22,1
0,70,4,20.674,2
0,33,2,74.924,2
1,49,2,261.23,1
1,70,8,698.54,1
1,27,6,1912.6,4
1,51,7,518.93,1
0,52,4,2162,4
1,42,5,102.61,3
0,54,8,2592.3,4
1,28,6,971.15,3
0,69,3,119.61,2
0,29,3,85.904,2
1,29,5,706.74,4
1,46,6,563.17,1
0,68,2,171.71,2
0,41,5,1678.1,4
0,62,8,85.759,2
1,42,8,1448,4
0,26,2,2785.6,4
1,41,4,1578.9,4
1,21,3,1450.6,1
0,61,2,2822.3,4
0,53,2,50.075,2
0,70,4,304.27,2
0,51,6,1379.6,3
1,25,4,1399.5,1
1,46,1,1081.9,4
0,72,7,157.07,2
1,42,3,682.8,4
0,61,2,1327,3
0,77,6,81.38,2
0,30,1,2858.7,3
0,63,5,668.17,4
0,58,2,331.39,4
0,43,7,495.26,2
0,57,7,825.73,4
1,46,4,1773.5,1
1,45,2,1453.6,1
1,41,3,177.7,4
0,40,5,929.37,4
0,52,6,312.04,2
0,50,5,157.26,2
1,31,8,1235.3,1
0,52,8,1308.2,3
1,49,5,265.27,1
1,74,3,414.55,3
1,24,6,541.78,3
1,35,2,520.62,3
0,83,6,164.61,2
1,55,5,1262.4,4
0,47,2,145.09,2
0,56,4,805.01,4
1,74,6,415.91,1
0,35,8,2410.6,3
0,38,4,602.2,4
0,43,7,496.3,3
1,64,5,501.3,1
0,29,8,2393.3,4
1,33,7,1384.7,1
0,82,7,168.45,2
1,42,7,393.7,1
1,60,3,943.19,3
1,22,5,778.93,1
1,50,5,1250,4
0,84,7,222.11,2
0,48,7,1468.5,4
1,26,5,1095.7,4
1,27,3,646.34,1
1,22,1,515.51,4
1,47,1,1013.9,1
0,73,8,228.15,2
1,59,7,403.2,1
1,47,4,957.73,4
0,36,1,2029.7,4
0,36,1,195.52,2
0,45,2,23.34,2
1,38,8,167.25,1
0,60,1,72.949,2
0,83,2,261.72,2
1,32,5,166.82,4
1,41,8,811.65,3
1,28,6,1868.8,4
0,39,6,583.56,4
1,47,5,736.45,3
1,47,4,907.71,3
0,82,6,279.25,2
0,19,5,309.28,4
0,36,2,460.35,2
1,59,1,91.423,1
0,33,5,166.46,2
0,56,2,273.61,2
0,42,5,1902.4,3
1,45,5,459.9,3
0,70,8,310.75,2
1,37,4,256.28,1
0,56,7,117.56,2
1,28,4,160.98,3
1,32,2,342.87,1
0,71,1,318.38,2
0,57,4,336.41,2
1,21,4,627.71,1
1,24,8,1730.7,4
1,49,1,1427.8,4
1,37,1,786.1,1
1,47,1,431.92,4
0,33,4,454.05,2
0,53,4,338.22,2
1,27,2,373.34,3
0,82,5,340.16,2
0,57,2,70.529,2
1,40,5,759.38,1
0,41,3,1436.3,4
1,68,7,67.523,3
0,57,5,1497.8,4
0,59,4,150.72,2
1,44,5,410.69,1
1,39,5,1386.3,4
0,57,5,1416.3,4
0,23,2,1360.6,3
0,28,3,366.05,2
1,35,2,868.79,1
0,42,5,217.76,2
1,35,1,966.33,3
1,44,2,212.54,4
0,20,5,1871.1,4
1,28,2,839.65,3
0,31,2,1331.4,3
1,31,3,293.21,3
1,35,6,931.6,3
0,61,6,1017.3,3
1,35,7,500.19,1
0,81,4,209.32,2
1,31,5,1813.3,4
1,50,6,300.87,3
1,40,4,765.74,4
1,33,7,1448,1
1,33,3,1980,4
0,61,8,1798.8,4
1,50,6,809.49,1
1,61,6,730.52,1
0,45,7,2602.2,3
1,48,6,354.37,1
1,39,2,1915.8,4
0,62,3,464.05,2
0,51,6,2942.7,4
1,37,5,358.4,1
0,22,1,274.23,4
1,47,2,512.81,3
0,53,3,120.37,2
0,58,7,2006.1,4
1,38,3,204.34,3
0,38,3,1151.2,4
1,47,5,1403.6,4
1,47,5,1288.5,1
0,48,3,176.3,4
0,61,3,319.8,2
1,56,6,750.92,3
0,75,2,434.29,2
1,41,5,1714.4,1
1,54,4,376.32,1
0,33,5,129.09,2
0,49,6,369.86,2
1,67,7,101.43,3
1,42,5,865.17,1
1,54,7,232.6,1
1,24,5,695.25,1
1,24,5,1188.2,4
0,63,7,228.94,2
1,39,4,713.79,3
0,74,4,347.98,2
1,63,1,256.96,3
1,38,7,1299.4,1
1,21,7,1908.9,4
0,59,3,459.85,2
0,36,1,2175.5,4
0,50,7,1979.5,4
1,51,6,1183.7,4
1,28,6,961.9,1
1,53,4,1788.6,1
1,23,4,449.65,4
0,45,3,387.62,2
1,28,7,612.04,4
0,78,3,465.89,2
1,25,2,936.56,4
1,48,5,1591.9,4
0,52,5,425.29,3
1,32,6,1408.1,1
1,33,7,689.7,4
0,25,2,773.55,4
1,66,4,360.8,1
0,48,3,373.68,2
1,41,8,1126.2,1
1,70,3,913.81,1
1,68,4,462.08,1
1,72,6,53.636,3
0,28,4,452.96,2
1,29,4,1972.1,1
0,67,2,218.9,2
0,43,3,162.24,2
0,49,6,930.16,4
0,53,4,2659.8,3
0,47,8,1876.8,3
1,67,3,172.91,3
0,81,4,220.53,2
1,45,5,368.63,4
0,56,8,2926.3,4
0,41,4,542.48,4
1,36,2,1262.6,1
0,47,3,227.25,3
1,48,5,743.01,4
1,25,2,666.12,3
0,30,4,1941.2,4
1,33,2,477.7,3
1,27,6,1512.4,4
0,40,1,365.45,2
1,28,6,1024,4
1,32,4,738.85,3
1,37,3,938.33,1
0,40,6,1291.5,4
1,74,5,885.79,1
0,76,3,288.15,2
0,69,4,428.52,2
1,46,6,477.87,3
1,63,1,710.28,1
1,48,5,303.94,3
1,51,4,562.07,1
1,69,5,749.8,3
1,39,7,861.82,1
1,23,8,1584.7,1
0,36,6,310.75,2
0,49,2,298,2
0,38,7,238.24,2
1,30,6,1825.8,1
1,43,7,453.86,3
0,33,7,133.74,2
0,52,6,232.21,2
1,54,2,820.98,4
1,64,6,389.26,3
0,57,3,2172.9,3
0,30,4,352.28,4
0,44,6,2194.3,4
0,53,7,2650.7,4
1,23,6,1656.2,4
1,35,6,1588.3,4
1,31,5,161.95,4
1,71,2,909.97,1
0,53,3,292.73,3
0,32,2,432.75,4
1,55,7,603.1,1
0,75,6,12.942,2
0,77,7,373.26,2
0,84,2,85.936,2
1,63,3,739.5,3
1,46,7,358.41,4
1,47,3,950.5,4
1,24,5,314.35,3
1,46,6,716.68,1
0,43,7,2457.4,4
1,60,7,210.61,3
0,61,1,167.99,2
0,51,4,551.22,4
0,63,1,1922.5,3
0,62,6,1173.5,4
1,50,7,1231.9,1
0,24,4,1928.3,4
0,50,3,331.25,2
1,36,5,1217,1
1,40,7,1737.7,4
1,25,3,717.68,3
1,38,3,373.09,3
1,24,4,280.07,3
0,68,6,108.38,2
0,28,6,127.69,2
1,36,4,715.02,3
1,21,7,1546.9,4
0,29,8,2039.8,4
0,30,5,1989.3,4
1,53,6,706.82,1
0,68,5,383.11,2
0,39,1,462.25,2
1,40,4,1769.6,4
1,68,1,132.3,3
1,29,2,77.452,3
0,52,7,426.96,2
0,35,4,1558.8,3
0,45,7,1502.1,4
1,49,6,828.9,4
0,37,6,117.9,2
1,42,6,186.29,1
1,53,3,761.01,1
1,34,7,76.918,1
1,39,5,280.92,3
0,41,2,2538.5,4
1,46,4,258.48,1
0,37,2,457.48,2
1,51,2,188.03,3
0,49,6,1894.8,4
0,24,4,1464.4,3
0,23,2,2077.9,3
1,51,7,996.26,4
0,46,2,264.97,2
1,40,3,143.38,4
0,36,5,1297.4,3
1,51,2,843.79,1
1,53,6,1291.7,4
1,72,4,656.43,3
1,23,6,1490.6,1
1,25,5,563.79,4
0,59,3,41.636,2
1,43,1,239.49,3
1,47,3,957.54,3
1,48,6,538.92,1
1,54,7,532.28,1
1,36,2,871.51,1
1,72,2,60.53,3
0,41,8,1255,4
0,25,2,1633.6,4
1,33,3,1316.1,1
1,42,3,1148.6,4
0,53,5,140.1,2
0,46,6,1070.3,4
1,34,6,1309.8,4
0,42,1,2882.7,3
0,59,2,2549,4
0,40,3,238.75,2
1,48,3,512.88,4
1,66,7,621.21,1
1,40,2,662.18,1
1,38,4,668.35,1
1,27,5,1341.2,4
0,36,6,1522.7,3
0,35,6,1141.9,4
1,40,6,1379.4,4
0,34,2,1027.4,3
0,42,4,137.76,2
1,61,3,820.61,3
1,74,3,174.91,1
1,41,3,704.64,3
0,72,8,294.29,2
1,41,1,741.65,1
1,46,4,735.46,4
0,72,4,117.1,2
1,43,7,382.81,1
0,18,1,972.15,4
0,55,3,885.53,3
1,60,2,87.245,1
0,51,5,115.54,2
1,36,7,539.32,3
1,45,6,303.49,1
0,52,7,411.95,2
1,28,2,199.29,4
0,38,4,56.823,2
1,40,4,183.61,1
1,44,3,575.03,4
0,60,4,813.41,3
1,69,6,61.287,1
0,29,6,2695.7,4
0,47,6,470.78,2
0,33,6,1157.1,4
0,57,6,1462.8,3
0,33,2,417.68,4
1,44,8,1317.7,4
1,31,8,1367.3,4
0,53,4,380.77,2
1,74,6,623.97,1
0,22,3,1938.2,3
1,25,4,90.231,1
0,59,5,68.147,2
1,21,6,1786.5,4
0,28,5,288.85,2
0,79,2,177.15,2
0,38,7,1443.2,3
1,54,2,1139.1,1
0,72,4,316.98,2
0,33,7,2125.4,4
1,29,7,1478,1
0,42,5,1468.2,4
0,73,4,410.27,2
1,46,8,1856.7,1
0,42,2,119.53,2
1,39,7,1595.2,4
1,49,3,1448,4
0,52,7,1048.9,4
1,20,1,361.46,4
0,35,4,121.12,2
1,39,7,1143.8,1
0,18,5,792.43,4
1,51,5,158.64,1
0,75,3,249.95,2
1,24,4,309.69,3
1,47,2,848.86,4
1,46,6,1448.1,4
1,33,3,692.31,1
1,42,6,1784.1,4
1,47,6,1834.5,4
0,83,5,189.53,2
1,27,4,654.96,3
0,36,5,39.263,2
0,47,7,2926.9,4
1,45,4,428.95,3
1,40,4,154.51,3
0,81,5,120.84,2
0,29,6,100.06,2
0,66,3,70.11,2
