,in-store,age,items,amount,region
54489,1,56,3,825.85,3
54490,0,65,6,175.15,2
54491,1,49,5,427.13,1
54492,0,42,5,474.33,2
54493,0,40,5,371.1,2
54494,0,74,8,327.45,2
54495,1,30,6,979.55,3
54496,0,31,5,2116.0,4
54497,0,37,2,2008.2,4
54498,0,34,2,361.08,2
54499,1,43,5,1437.1,4
54500,0,52,4,129.62,2
54501,1,31,3,1637.1,1
54502,1,25,8,889.99,4
54503,0,52,6,1340.1,3
54504,1,53,8,549.68,1
54505,1,31,2,1884.1,4
54506,1,47,5,1285.4,4
54507,0,19,1,2842.8,4
54508,0,37,7,2154.0,4
54509,0,46,7,175.67,2
54510,1,33,2,953.76,3
54511,1,28,2,129.74,3
54512,0,52,4,176.15,2
54513,0,25,7,2969.2,3
54514,0,51,5,2215.9,4
54515,1,34,4,854.59,1
54516,0,29,3,130.93,2
54517,1,49,2,1720.7,1
54518,0,31,8,2919.6,3
54519,1,39,6,1410.3,4
54520,0,45,2,754.7,4
54521,1,53,3,838.17,1
54522,0,62,5,2742.1,4
54523,0,21,2,1457.9,4
54524,1,38,2,1823.0,1
54525,0,82,4,62.882,2
54526,0,34,2,1113.7,4
54527,1,21,2,707.35,1
54528,1,48,7,380.9,3
54529,1,46,7,1961.6,4
54530,0,31,4,1026.6,4
54531,0,29,3,2024.1,3
54532,0,51,6,2808.9,3
54533,0,82,6,477.32,2
54534,0,30,7,2122.2,4
54535,1,28,3,1136.7,1
54536,1,73,6,623.33,1
54537,1,24,5,564.89,3
54538,0,52,6,1283.6,4
54539,0,40,3,2694.2,4
54540,0,50,7,327.48,2
54541,1,21,3,224.64,4
54542,1,50,7,406.72,1
54543,0,48,4,58.768,2
54544,0,51,5,375.26,4
54545,1,45,6,721.82,3
54546,0,76,7,42.891999999999996,2
54547,0,81,1,445.31,2
54548,0,38,7,340.57,2
54549,1,36,7,773.67,3
54550,1,40,6,790.4,1
54551,0,83,6,404.98,2
54552,0,54,5,100.13,2
54553,1,45,4,540.68,1
54554,1,31,3,1552.6,1
54555,0,50,2,1195.2,4
54556,1,62,7,808.24,3
54557,1,63,7,799.19,3
54558,0,40,7,1378.6,4
54559,1,39,2,803.76,4
54560,1,36,1,1422.4,1
54561,0,64,2,28.253,2
54562,1,68,7,784.02,1
54563,1,47,7,254.23,3
54564,0,43,4,2412.9,3
54565,0,37,7,482.4,2
54566,0,76,2,114.89,2
54567,0,34,6,416.25,2
54568,0,64,3,59.325,2
54569,0,28,4,2001.6,4
54570,0,40,7,254.08,2
54571,0,52,1,280.0,3
54572,1,27,3,1171.6,4
54573,0,41,5,277.59,2
54574,0,22,1,1756.5,3
54575,0,34,6,1762.3,3
54576,0,34,2,1193.8,3
54577,0,40,3,58.592,2
54578,1,31,6,674.92,4
54579,0,33,4,76.384,2
54580,1,23,5,471.85,1
54581,0,63,2,78.936,2
54582,0,42,5,138.59,3
54583,1,32,7,747.77,1
54584,1,34,6,326.8,4
54585,0,46,5,2249.6,4
54586,0,70,2,48.114,2
54587,1,36,3,1914.0,4
54588,1,39,6,520.91,1
54589,0,46,5,339.73,2
54590,1,39,5,952.1,3
54591,0,36,2,497.1,4
54592,0,30,4,1469.2,3
54593,1,52,2,841.55,4
54594,0,43,7,1088.4,4
54595,1,73,6,158.45,1
54596,1,46,8,418.12,3
54597,1,33,4,202.17,3
54598,0,36,7,19.492,2
54599,0,49,5,1353.1,3
54600,1,47,8,629.46,1
54601,1,26,5,218.9,1
54602,1,50,3,781.19,1
54603,1,34,7,1336.7,1
54604,1,51,5,334.17,1
54605,1,40,4,703.36,4
54606,0,63,5,97.28200000000001,2
54607,1,50,7,379.19,3
54608,0,48,2,279.76,2
54609,1,34,2,795.33,4
54610,1,36,1,1787.1,4
54611,1,26,3,1845.6,4
54612,1,46,5,780.08,1
54613,1,52,4,964.45,1
54614,1,30,4,533.6,3
54615,0,39,6,314.34,2
54616,1,38,4,721.83,4
54617,0,55,6,246.24,2
54618,0,52,7,425.71,2
54619,1,37,3,989.08,1
54620,0,56,6,1446.7,4
54621,1,40,1,1935.6,4
54622,0,56,5,321.86,2
54623,0,22,2,2841.2,3
54624,1,58,5,537.95,3
54625,0,50,1,1235.6,3
54626,1,30,1,355.94,3
54627,0,31,4,446.34,2
54628,0,37,3,127.81,2
54629,1,45,5,1393.3,1
54630,1,48,1,566.03,4
54631,1,33,6,1716.5,4
54632,1,28,8,1315.3,4
54633,1,35,5,758.68,3
54634,1,27,4,587.59,1
54635,1,40,3,222.78,1
54636,1,37,6,200.91,1
54637,1,45,4,154.29,3
54638,0,46,3,315.11,2
54639,0,44,6,253.32,2
54640,1,49,6,972.63,1
54641,0,65,2,213.05,2
54642,0,51,5,2959.7,3
54643,0,40,2,112.67,2
54644,1,64,3,552.19,3
54645,0,30,2,2735.7,4
54646,0,38,2,1862.4,4
54647,1,20,7,1736.5,4
54648,1,45,6,1119.0,4
54649,1,45,6,618.46,1
54650,1,47,7,803.97,1
54651,0,74,2,264.75,2
54652,0,56,2,224.8,2
54653,1,53,5,1611.0,1
54654,1,28,2,1728.8,4
54655,0,51,2,1247.2,4
54656,1,35,8,120.07,3
54657,0,56,2,2022.4,4
54658,1,57,2,958.86,1
54659,0,52,1,1522.2,4
54660,0,49,7,112.92,4
54661,1,32,2,570.1,1
54662,0,42,8,2805.2,4
54663,0,75,8,446.16,2
54664,0,41,5,73.013,2
54665,1,41,5,995.56,1
54666,1,35,4,942.47,1
54667,1,39,4,416.62,1
54668,0,47,4,1931.2,3
54669,0,40,3,2386.3,4
54670,0,31,4,1131.8,4
54671,0,65,4,307.77,2
54672,0,60,5,13.731,2
54673,1,23,5,643.81,1
54674,0,85,7,137.67,2
54675,0,45,4,2927.2,3
54676,0,24,6,2970.1,3
54677,0,33,7,783.71,4
54678,1,31,2,634.63,3
54679,1,41,2,1770.5,1
54680,1,30,5,774.52,1
54681,0,59,4,169.5,2
54682,1,48,6,650.34,1
54683,0,30,4,355.75,2
54684,1,52,6,832.52,1
54685,0,77,6,251.6,2
54686,0,57,3,177.83,2
54687,1,35,1,479.8,1
54688,1,42,4,916.06,3
54689,0,30,3,468.35,2
54690,0,44,3,2555.3,4
54691,1,25,2,909.42,4
54692,0,32,6,1402.8,4
54693,0,61,7,711.58,3
54694,0,60,6,150.77,2
54695,0,30,2,1657.5,3
54696,1,37,5,1259.7,4
54697,0,40,3,1351.2,4
54698,1,28,5,722.78,1
54699,0,35,5,360.75,2
54700,1,32,6,561.76,4
54701,0,36,8,5.261,2
54702,0,69,3,73.389,2
54703,1,42,5,952.24,4
54704,0,31,3,13.832,2
54705,0,34,3,50.363,2
54706,0,51,6,431.89,2
54707,0,50,2,2189.8,3
54708,0,35,7,185.16,2
54709,1,23,7,102.37,1
54710,1,30,2,457.87,1
54711,0,39,5,1064.8,4
54712,1,28,2,887.21,3
54713,0,32,5,2466.9,4
54714,1,31,6,450.78,1
54715,0,50,2,573.47,4
54716,0,70,2,6.5383,2
54717,0,60,7,1024.5,4
54718,0,35,4,2656.2,3
54719,0,68,2,89.205,2
54720,1,32,4,1543.9,4
54721,0,32,5,1295.7,4
54722,1,72,4,79.52199999999999,1
54723,1,68,4,557.49,3
54724,1,53,5,427.91,3
54725,1,34,4,370.14,4
54726,0,33,5,726.78,4
54727,1,58,6,771.8,1
54728,0,51,6,470.24,2
54729,1,29,7,411.64,4
54730,1,50,5,242.18,3
54731,0,70,6,123.51,2
54732,1,32,3,206.99,1
54733,0,83,2,417.24,2
54734,0,29,7,436.29,2
54735,1,69,3,214.46,1
54736,0,50,5,53.75,2
54737,1,40,2,306.06,3
54738,1,39,2,584.74,4
54739,1,49,2,75.109,3
54740,1,51,1,1862.4,4
54741,0,42,3,329.21,4
54742,0,57,7,2109.4,3
54743,0,43,7,1543.1,4
54744,1,44,5,755.52,3
54745,1,52,5,1707.9,1
54746,0,60,6,489.26,2
54747,1,65,2,938.94,3
54748,1,59,4,426.63,1
54749,0,47,4,445.12,2
54750,0,23,4,586.93,3
54751,1,61,5,475.92,3
54752,1,30,1,1634.2,4
54753,1,39,8,549.44,3
54754,1,43,4,990.97,3
54755,1,38,2,425.46,3
54756,0,61,5,2342.2,4
54757,1,53,2,701.82,1
54758,1,64,4,259.59,1
54759,1,30,6,1851.1,1
54760,0,65,6,392.84,2
54761,0,43,6,2623.0,3
54762,0,65,6,165.69,2
54763,0,54,5,62.407,2
54764,0,70,3,146.86,2
54765,0,30,4,396.52,4
54766,0,58,5,2556.8,4
54767,0,30,8,355.57,4
54768,1,38,8,1373.4,4
54769,1,35,7,163.37,4
54770,0,61,3,1751.4,3
54771,0,21,6,770.26,4
54772,0,75,7,496.46,2
54773,1,45,1,588.37,1
54774,0,66,2,350.62,2
54775,0,21,3,1793.3,4
54776,1,22,4,283.6,1
54777,1,23,3,451.88,4
54778,0,69,3,382.81,2
54779,0,18,2,1649.3,3
54780,0,41,5,396.06,2
54781,0,74,5,377.57,2
54782,1,63,3,684.42,3
54783,0,35,6,1452.2,4
54784,0,45,3,2706.0,4
54785,1,39,2,1340.2,4
54786,1,47,2,1180.2,1
54787,1,23,3,1273.7,4
54788,0,36,7,460.81,3
54789,0,30,3,1861.3,4
54790,1,53,2,51.622,1
54791,0,31,6,267.0,4
54792,0,27,8,1270.2,3
54793,0,74,3,7.5235,2
54794,1,34,7,1168.1,4
54795,1,53,6,1405.2,4
54796,0,78,3,126.19,2
54797,0,49,1,1052.2,3
54798,0,20,6,490.45,3
54799,1,27,4,777.84,4
54800,0,75,3,359.57,2
54801,0,51,7,308.14,2
54802,1,48,2,523.82,4
54803,0,42,2,1773.5,4
54804,1,35,5,180.32,3
54805,1,68,7,702.08,3
54806,1,66,3,232.03,3
54807,1,54,3,1580.2,4
54808,1,39,8,789.11,3
54809,1,21,4,711.07,4
54810,1,45,7,967.32,3
54811,1,53,1,417.56,3
54812,0,46,7,194.71,2
54813,1,26,4,1996.7,4
54814,1,31,6,1805.8,1
54815,0,24,4,2758.4,4
54816,1,43,3,1918.3,4
54817,0,34,7,842.26,3
54818,0,34,7,423.46,2
54819,0,59,3,1941.7,3
54820,0,35,6,477.96,4
54821,1,29,8,308.11,3
54822,1,45,3,1336.0,4
54823,1,25,2,517.88,1
54824,1,43,8,1917.0,1
54825,1,46,7,952.41,1
54826,0,45,3,2218.8,4
54827,1,37,2,202.53,4
54828,0,40,6,2790.9,3
54829,1,19,2,1290.3,1
54830,1,37,7,419.42,3
54831,0,38,2,657.69,4
54832,1,54,6,80.85300000000001,4
54833,0,53,3,123.07,2
54834,0,55,2,498.25,2
54835,0,77,8,255.43,2
54836,1,40,4,587.02,4
54837,0,68,5,16.5,2
54838,1,71,6,516.43,3
54839,0,30,8,300.7,2
54840,0,36,3,374.67,4
54841,0,35,6,93.594,2
54842,0,41,2,219.58,2
54843,0,44,7,982.74,3
54844,0,55,2,317.77,3
54845,1,56,6,147.96,1
54846,0,62,6,1706.6,4
54847,0,40,4,782.13,4
54848,0,34,2,1779.6,3
54849,1,45,3,1482.6,4
54850,1,36,6,1813.9,1
54851,0,36,6,2885.9,4
54852,0,72,5,382.72,2
54853,1,73,3,336.68,3
54854,1,58,6,127.2,1
54855,1,40,4,530.2,3
54856,1,30,7,223.95,4
54857,1,40,5,1008.0,4
54858,1,59,5,719.95,3
54859,1,34,4,192.28,3
54860,0,21,5,1717.4,3
54861,0,38,3,545.58,4
54862,0,53,5,1074.0,4
54863,1,42,2,1659.9,4
54864,1,32,2,383.9,3
54865,1,40,4,519.67,3
54866,0,63,2,418.14,2
54867,0,62,2,137.46,4
54868,0,49,3,163.34,2
54869,1,33,3,291.16,1
54870,1,25,5,777.28,1
54871,1,44,8,763.69,1
54872,0,44,2,172.14,2
54873,0,62,5,2069.4,3
54874,1,70,6,481.73,1
54875,0,48,6,380.36,2
54876,1,21,6,93.725,4
54877,0,28,1,1821.4,4
54878,1,45,6,845.85,4
54879,1,35,5,429.07,4
54880,0,61,5,1440.3,4
54881,1,42,4,403.03,4
54882,0,38,7,715.65,4
54883,0,34,2,23.029,2
54884,1,34,6,1591.6,4
54885,0,44,4,255.72,2
54886,0,68,4,152.34,2
54887,1,26,5,127.46,1
54888,0,51,2,251.35,2
54889,0,30,4,510.45,4
54890,1,26,7,1335.7,1
54891,1,59,6,519.3,3
54892,1,25,3,878.64,4
54893,1,30,8,1354.4,4
54894,0,61,4,193.99,2
54895,1,19,2,1983.3,4
54896,0,84,1,369.9,2
54897,0,66,6,319.91,2
54898,0,33,2,81.325,2
54899,1,40,6,615.12,4
54900,1,35,3,1030.4,4
54901,1,73,4,323.15,1
54902,1,30,7,986.59,1
54903,1,51,2,750.05,4
54904,1,33,2,330.09,1
54905,1,27,4,131.95,3
54906,1,52,3,888.37,1
54907,0,35,7,2178.9,4
54908,0,40,3,37.652,2
54909,1,44,5,1164.4,4
54910,0,82,6,175.94,2
54911,1,51,4,1389.1,4
54912,0,21,3,1841.0,3
54913,0,62,4,489.31,2
54914,0,41,7,1500.9,4
54915,0,33,2,339.33,2
54916,0,62,3,910.75,4
54917,0,42,6,249.61,4
54918,0,73,4,274.33,2
54919,0,37,7,26.758000000000003,2
54920,1,54,3,1534.8,1
54921,1,36,5,791.59,1
54922,0,42,2,500.76,3
54923,1,31,3,203.7,3
54924,1,35,8,593.24,3
54925,0,19,7,456.01,4
54926,0,68,7,376.96,2
54927,1,71,7,835.91,1
54928,0,60,1,356.28,4
54929,1,29,7,939.57,4
54930,1,47,3,682.49,4
54931,0,28,4,124.91,2
54932,1,29,1,210.75,1
54933,0,63,5,275.02,2
54934,1,60,2,733.35,1
54935,1,24,3,919.77,1
54936,1,55,8,1601.0,1
54937,1,63,2,860.16,3
54938,0,54,1,359.69,2
54939,1,28,7,952.06,1
54940,1,71,6,175.05,3
54941,0,55,5,460.59,2
54942,1,69,6,580.83,1
54943,1,26,8,512.74,1
54944,1,45,6,913.24,4
54945,1,48,6,1680.9,4
54946,1,32,6,142.64,1
54947,1,25,7,1212.2,4
54948,1,54,3,1029.0,4
54949,1,47,2,1179.5,1
54950,0,23,5,1896.7,4
54951,0,32,4,1380.4,4
54952,1,55,4,1118.0,4
54953,0,61,1,209.2,2
54954,0,59,6,432.03,2
54955,1,61,5,898.83,1
54956,0,76,2,158.88,2
54957,1,21,1,665.54,4
54958,1,53,6,1551.8,1
54959,1,47,7,1719.6,4
54960,1,44,8,520.11,3
54961,1,53,3,335.46,3
54962,1,45,4,709.67,3
54963,0,64,2,154.94,2
54964,1,27,2,1219.1,4
54965,1,41,7,1496.1,1
54966,1,30,2,694.66,3
54967,0,82,6,20.538,2
54968,1,30,6,1087.5,4
54969,0,50,3,540.49,3
54970,1,30,7,1616.8,1
54971,1,43,3,396.83,4
54972,0,61,6,2818.5,4
54973,1,32,5,496.08,1
54974,0,38,3,315.83,2
54975,1,46,7,797.92,1
54976,0,23,2,2205.4,3
54977,1,25,5,837.36,1
54978,0,21,3,1704.8,4
54979,1,41,5,1646.9,4
54980,0,40,3,611.73,3
54981,0,19,3,375.24,4
54982,1,40,5,696.21,3
54983,1,46,3,1549.2,4
54984,1,45,5,562.71,1
54985,1,28,3,1181.8,4
54986,0,33,2,57.467,2
54987,1,53,2,765.94,4
54988,0,43,3,650.78,4
54989,1,45,3,336.27,1
54990,0,36,7,315.64,2
54991,0,37,6,434.81,2
54992,1,53,2,1896.6,4
54993,1,21,6,1693.6,4
54994,1,58,2,424.71,1
54995,0,59,3,1208.6,3
54996,1,46,7,852.92,3
54997,1,35,5,945.4,1
54998,1,47,7,303.16,3
54999,1,26,4,782.56,3
55000,0,71,5,269.15,2
55001,1,54,8,264.84,4
55002,0,44,2,2148.8,3
55003,1,55,2,646.71,1
55004,1,47,2,277.24,3
55005,1,36,2,158.29,3
55006,0,39,4,2757.5,4
55007,0,29,4,949.07,3
55008,1,62,4,180.24,3
55009,1,44,8,1371.9,4
55010,1,73,2,238.3,1
55011,1,60,8,633.86,1
55012,0,51,3,20.482,2
55013,1,67,7,711.61,1
55014,1,61,3,364.69,1
55015,1,38,6,1473.1,4
55016,0,30,6,341.9,2
55017,1,32,7,686.12,4
55018,1,23,5,298.85,1
55019,0,56,2,106.07,4
55020,0,45,7,448.11,2
55021,1,27,1,1077.0,4
55022,0,58,3,203.89,2
55023,1,54,1,393.92,3
55024,1,32,3,881.66,1
55025,1,41,7,585.34,3
55026,1,20,4,280.03,4
55027,1,73,3,98.32600000000001,3
55028,0,36,1,436.1,2
55029,1,39,7,695.01,4
55030,0,84,5,336.39,2
55031,0,37,2,2324.6,3
55032,1,43,5,540.48,1
55033,1,37,1,321.16,4
55034,0,84,3,25.834,2
55035,1,54,4,656.1,1
55036,0,31,3,53.93600000000001,2
55037,1,33,3,541.57,1
55038,1,42,6,421.55,3
55039,1,32,4,596.4,3
55040,0,56,6,198.88,2
55041,1,43,4,794.13,1
55042,0,50,6,346.7,2
55043,0,27,7,366.97,4
55044,0,35,4,1233.6,3
55045,0,37,4,316.75,2
55046,1,27,8,228.03,1
55047,1,74,2,886.71,1
55048,1,62,5,224.58,1
55049,0,34,7,2970.9,3
55050,1,36,3,236.65,3
55051,1,38,5,1059.3,1
55052,0,39,6,2371.8,4
55053,1,42,3,700.39,3
55054,0,76,2,444.62,2
55055,1,56,4,811.49,1
55056,0,32,4,83.24600000000001,2
55057,0,26,6,1398.5,3
55058,0,47,3,1460.7,3
55059,0,39,3,532.99,4
55060,0,50,2,1864.2,4
55061,0,36,2,62.865,2
55062,1,49,4,207.21,1
55063,1,31,7,1863.1,4
55064,0,52,2,831.7,3
55065,0,31,7,460.07,2
55066,1,43,6,408.33,3
55067,0,40,5,302.8,2
55068,1,37,3,971.18,4
55069,0,42,8,1551.6,3
55070,0,58,8,408.12,2
55071,0,33,6,216.99,2
55072,0,34,4,1981.2,3
55073,1,52,4,1747.9,4
55074,1,46,1,974.54,1
55075,0,40,1,1068.4,4
55076,1,37,6,869.37,4
55077,0,21,6,2886.5,4
55078,1,65,2,455.89,3
55079,0,30,7,617.79,4
55080,1,32,6,91.28299999999999,3
55081,0,62,8,464.19,3
55082,1,50,4,105.52,1
55083,1,45,7,782.3,3
55084,0,52,4,644.64,4
55085,1,54,6,473.42,3
55086,0,68,4,192.6,2
55087,1,62,7,66.453,3
55088,1,29,7,1359.8,4
55089,0,45,4,100.38,2
55090,1,55,8,507.58,1
55091,0,60,5,1142.3,4
55092,0,61,6,370.6,2
55093,1,48,4,480.32,1
55094,1,43,6,389.54,3
55095,0,56,6,473.24,2
55096,0,38,5,420.65,4
55097,1,33,2,277.75,4
55098,1,54,6,906.33,1
55099,0,47,3,182.85,2
55100,1,70,8,261.18,1
55101,1,35,6,865.8,4
55102,1,54,2,984.53,1
55103,1,32,6,588.05,4
55104,1,51,4,357.65,3
55105,0,68,7,317.33,2
55106,1,52,5,872.23,1
55107,0,32,2,301.31,4
55108,0,24,3,2429.6,4
55109,1,43,4,902.5,1
55110,0,26,3,1971.1,4
55111,0,60,5,213.17,2
55112,1,60,8,119.82,3
55113,1,36,2,578.85,1
55114,0,37,8,2807.8,3
55115,0,20,2,1982.3,4
55116,0,31,1,24.823,2
55117,1,53,3,1583.3,1
55118,1,45,6,1707.3,4
55119,0,59,3,348.39,2
55120,1,32,8,1536.4,1
55121,1,26,6,191.74,4
55122,0,29,6,365.08,2
55123,0,60,6,83.399,2
55124,1,70,4,679.06,3
55125,0,72,1,73.102,2
55126,0,50,5,248.52,2
55127,0,21,6,2785.8,4
55128,0,27,5,2576.3,4
55129,1,34,4,1833.5,1
55130,1,49,5,1559.7,4
55131,1,65,7,696.15,3
55132,1,49,6,1152.0,1
55133,1,21,4,1049.2,4
55134,0,66,1,414.45,2
55135,1,54,7,132.08,1
55136,1,22,6,1364.9,1
55137,1,33,4,68.039,4
55138,0,77,8,426.6,2
55139,0,58,1,2481.5,4
55140,1,28,6,721.8,3
55141,0,61,5,1714.1,4
55142,1,47,4,863.64,3
55143,1,40,7,728.87,1
55144,1,39,2,1827.0,4
55145,0,64,5,37.648,2
55146,1,62,4,376.88,3
55147,0,84,3,80.876,2
55148,0,37,5,2877.6,3
55149,0,59,3,2004.4,3
55150,1,58,8,529.96,3
55151,0,41,7,1005.5,3
55152,0,19,6,2754.1,4
55153,1,34,7,786.2,4
55154,0,52,1,1671.0,3
55155,1,52,6,202.17,1
55156,1,21,6,158.31,1
55157,1,30,2,1416.5,1
55158,0,78,7,443.18,2
55159,1,52,8,531.48,1
55160,0,70,3,338.78,2
55161,1,33,2,284.45,4
55162,1,57,7,108.0,1
55163,1,37,7,112.35,3
55164,0,61,5,334.64,2
55165,1,39,2,560.69,1
55166,0,61,5,1768.5,3
55167,1,19,6,1695.4,1
55168,0,57,6,150.39,2
55169,1,68,2,585.63,3
55170,1,71,6,942.15,3
55171,0,78,7,153.65,2
55172,0,24,5,364.16,3
55173,1,26,1,605.66,3
55174,0,42,3,29.967,2
55175,0,47,7,41.957,2
55176,1,28,2,1989.6,4
55177,1,46,2,435.96,1
55178,1,20,3,1768.9,1
55179,1,51,8,772.96,3
55180,0,62,5,80.825,2
55181,1,56,3,786.38,1
55182,0,57,4,99.47399999999999,2
55183,0,34,5,1758.2,4
55184,0,67,3,469.89,2
55185,1,53,4,1988.5,1
55186,0,74,4,397.26,2
55187,1,39,7,81.868,3
55188,1,28,3,255.17,4
55189,1,66,2,939.62,3
55190,0,37,2,1650.8,4
55191,0,40,2,282.84,2
55192,1,30,8,163.57,4
55193,1,35,6,253.85,1
55194,0,34,4,90.831,2
55195,1,61,3,822.75,3
55196,1,41,5,1635.8,1
55197,0,70,1,181.59,2
55198,1,53,7,569.89,1
55199,1,32,8,1699.2,4
55200,1,63,4,632.11,1
55201,0,29,6,190.39,2
55202,1,44,5,1937.2,4
55203,0,40,8,369.35,2
55204,0,46,7,105.33,2
55205,0,58,2,2688.5,4
55206,1,73,4,374.72,1
55207,1,59,7,362.51,1
55208,0,23,6,718.13,3
55209,0,67,7,323.93,2
55210,1,31,2,386.6,1
55211,1,44,6,1121.1,4
55212,1,29,5,651.87,4
55213,0,58,6,396.78,2
55214,0,60,5,417.28,2
55215,0,39,3,925.09,3
55216,0,31,5,2367.8,4
55217,1,64,2,512.55,1
55218,0,54,1,367.61,2
55219,0,51,2,126.65,2
55220,0,27,2,164.57,4
55221,1,66,4,897.99,1
55222,0,47,6,138.42,2
55223,1,54,3,1456.7,4
55224,1,28,3,950.1,1
55225,0,63,1,1331.7,3
55226,1,29,8,238.17,4
55227,1,40,4,90.54299999999999,1
55228,1,69,2,809.98,3
55229,1,43,2,509.17,3
55230,0,35,6,2838.9,3
55231,0,21,4,2164.1,4
55232,0,54,8,2863.7,4
55233,1,25,5,452.77,3
55234,0,62,2,171.98,4
55235,1,21,6,590.05,1
55236,0,28,4,1788.6,4
55237,1,56,4,942.26,1
55238,1,55,7,801.78,3
55239,0,56,4,401.27,2
55240,0,46,2,374.43,2
55241,1,29,6,938.45,1
55242,0,53,5,445.35,2
55243,0,53,2,295.63,3
55244,1,36,7,665.32,3
55245,1,43,3,235.69,1
55246,1,41,1,160.71,1
55247,1,23,4,1478.3,4
55248,0,77,3,407.53,2
55249,0,32,7,444.71,2
55250,1,31,7,1645.9,4
55251,0,22,5,165.21,4
55252,0,19,1,605.28,4
55253,0,40,6,211.25,3
55254,0,44,6,417.88,2
55255,1,48,6,516.27,4
55256,1,25,6,492.31,1
55257,1,43,7,63.038000000000004,1
55258,1,28,7,648.91,1
55259,1,28,1,213.16,4
55260,1,54,6,332.08,4
55261,0,42,4,9.51,2
55262,0,74,7,173.0,2
55263,0,42,4,1074.4,4
55264,1,52,3,804.14,3
55265,0,59,5,2456.7,4
55266,0,27,4,2221.5,4
55267,0,53,3,313.12,2
55268,1,50,8,1735.3,4
55269,1,22,3,218.84,1
55270,0,54,2,2583.3,3
55271,1,74,4,122.99,3
55272,1,47,3,1523.7,1
55273,1,49,3,142.41,3
55274,1,41,6,1642.3,1
55275,0,60,8,1073.5,3
55276,0,39,6,1324.0,4
55277,0,41,2,1408.7,4
55278,0,76,4,337.18,2
55279,1,45,3,1902.5,1
55280,1,20,5,484.98,4
55281,1,46,2,1828.2,1
55282,1,30,4,329.6,4
55283,0,62,4,2790.0,4
55284,0,80,7,471.88,2
55285,1,51,1,1125.9,4
55286,0,51,2,71.748,2
55287,1,53,5,80.631,1
55288,0,38,5,129.92,2
55289,0,38,3,2216.8,4
55290,0,82,6,335.33,2
55291,1,69,2,666.85,3
55292,1,56,8,576.45,3
55293,1,37,5,104.4,3
55294,1,41,5,322.98,3
55295,0,50,8,200.66,2
55296,1,24,8,1651.7,1
55297,0,25,5,2371.2,3
55298,1,55,3,891.03,4
55299,1,73,5,683.45,3
55300,1,43,1,438.46,3
55301,1,47,7,778.55,3
55302,0,33,8,328.46,2
55303,0,83,7,233.35,2
55304,0,25,4,2747.7,4
55305,0,55,5,951.16,3
55306,1,74,1,213.95,3
55307,0,23,3,316.8,4
55308,1,51,3,1424.2,4
55309,0,31,7,2557.5,4
55310,0,52,4,744.87,3
55311,1,46,3,1188.5,4
55312,1,40,7,803.61,3
55313,1,44,4,717.92,4
55314,0,60,6,1345.8,3
55315,0,53,3,447.43,2
55316,1,24,3,1689.4,4
55317,0,39,3,660.4,4
55318,1,30,5,1960.9,4
55319,1,50,3,845.59,1
55320,0,35,7,767.34,3
55321,0,33,7,217.07,2
55322,1,23,3,212.69,4
55323,1,22,2,337.86,4
55324,1,22,5,496.97,4
55325,0,60,6,2632.4,4
55326,0,53,2,1201.8,3
55327,0,28,7,158.09,2
55328,0,59,4,2323.0,4
55329,0,67,1,351.85,2
55330,1,63,3,660.27,3
55331,1,40,2,220.06,4
55332,1,49,8,1864.6,1
55333,0,62,3,1607.5,3
55334,1,31,8,827.55,1
55335,0,56,8,194.49,2
55336,1,60,1,858.78,3
55337,0,66,3,215.21,2
55338,0,77,6,456.27,2
55339,1,23,8,1044.6,4
55340,0,32,8,342.1,2
55341,0,65,4,467.6,2
55342,0,42,2,632.54,4
55343,0,24,4,2494.0,3
55344,1,30,2,442.02,1
55345,1,55,4,156.11,1
55346,1,31,8,1865.5,4
55347,1,50,2,1077.0,4
55348,1,22,7,474.3,4
55349,0,63,4,168.59,2
55350,0,82,4,354.28,2
55351,1,61,5,426.25,3
55352,0,39,2,336.89,2
55353,0,44,3,459.44,2
55354,1,59,8,330.85,1
55355,0,44,8,184.13,2
55356,0,44,4,134.77,3
55357,1,45,7,953.28,3
55358,0,28,7,1122.7,4
55359,0,58,2,39.778,2
55360,0,42,7,1923.0,4
55361,0,50,3,390.68,2
55362,0,62,3,142.27,4
55363,0,73,2,42.772,2
55364,0,50,4,2764.4,4
55365,1,35,6,1060.2,4
55366,1,74,5,337.01,3
55367,1,54,5,1215.0,4
55368,1,41,2,955.89,3
55369,0,47,2,2683.9,3
55370,0,78,5,456.81,2
55371,1,36,3,1599.6,1
55372,0,34,4,60.988,2
55373,0,68,3,228.25,2
55374,1,50,3,1696.3,4
55375,1,70,6,900.19,1
55376,1,26,2,408.35,1
55377,0,38,6,1796.8,4
55378,0,29,6,319.01,2
55379,1,53,3,681.37,1
55380,1,44,6,789.97,1
55381,1,25,3,878.34,4
55382,0,28,2,40.577,2
55383,0,36,2,304.79,4
55384,1,34,2,1127.7,4
55385,0,51,2,941.2,4
55386,0,50,6,73.282,2
55387,0,47,4,566.17,3
55388,0,40,3,1458.0,4
55389,1,64,4,432.62,3
55390,0,38,6,212.6,2
55391,0,43,4,99.775,2
55392,0,83,1,12.58,2
55393,0,20,6,1750.1,4
55394,0,48,3,2460.6,3
55395,0,54,5,1525.7,4
55396,0,60,7,1728.7,3
55397,0,37,4,128.94,2
55398,1,28,4,414.52,4
